"column","variable","label","value_labels","class","type","n_na","range"
"173","cbq_discomfort","CBQ Discomfort Total Score","NULL","numeric","double","1","c(2.167, 5.333)"
"174","cbq_soothability","CBQ Falling Reactivity/Soothability Total Score","NULL","numeric","double","1","c(3, 5.5)"
"175","cbq_fear","CBQ Fear Total Score","NULL","numeric","double","1","c(1.667, 5)"
"176","cbq_highintensity_pleasure","CBQ High Intensity Pleasure Total Score","NULL","numeric","double","1","c(2.667, 6)"
"177","cbq_impulsivity","CBQ Impulsivity Total Score","NULL","numeric","double","1","c(2, 4.833)"
"178","cbq_inhibitory_cont","CBQ Inhibitory Control Total Score","NULL","numeric","double","1","c(2.833, 6.5)"
"179","cbq_lowintensity_pleasure","CBQ Low Intensity Pleasure Total Score","NULL","numeric","double","1","c(3.429, 7)"
"180","cbq_perceptual_sensitivity","CBQ Perceptual Sensitivity Total Score","NULL","numeric","double","1","c(2.833, 6)"
"181","cbq_sadness","CBQ Sadness Total Score","NULL","numeric","double","1","c(2.286, 5.571)"
"182","cbq_shyness","CBQ Shyness Total Score","NULL","numeric","double","1","c(2.667, 6.167)"
"183","cbq_smile_laughter","CBQ Smiling and Laughter Total Score","NULL","numeric","double","1","c(2.833, 6)"
"184","cbq_surgency","CBQ Big 3 - Surgency Total Score","NULL","numeric","double","1","c(2.905, 4.714)"
"185","cbq_neg_affect","CBQ Big 3 - Negative Affect Total Score","NULL","numeric","double","1","c(2.9, 4.619)"
"186","cbq_effortful_cont","CBQ Big 3 - Effortful Control Total Score","NULL","numeric","double","1","c(3.64, 5.906)"
"187","v3_date","start_date from qualtrics survey meta-data converted to format yyyy-mm-dd in R","NULL","Date","double","2","c(17612, 18977)"
"188","bisbas1","Parent Reported: BIS/BAS - My child thinks family is the most important thing in life.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"189","bisbas2","Parent Reported: BIS/BAS - Even if something bad is about to happen to my child, he/she rarely experiences fear or nervousness.","c(`Very True` = 1, `Somewhat True` = 2, `Somewhat False` = 3, `Very False` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"190","bisbas3","Parent Reported: BIS/BAS - My child goes out of his/her way to get things he/she wants.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"191","bisbas4","Parent Reported: BIS/BAS - When my child is doing well at something he/she loves to keep at it.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(3, 4)"
"192","bisbas5","Parent Reported: BIS/BAS - My child is always willing to try something new if he/she thinks it will be fun.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(2, 4)"
"193","bisbas6","Parent Reported: BIS/BAS - How my child dresses is important to him/her.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"194","bisbas7","Parent Reported: BIS/BAS - When my child gets something he/she wants, he/she feels excited and energized.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(3, 4)"
"195","bisbas8","Parent Reported: BIS/BAS - Criticism or scolding hurts my child quite a bit.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"196","bisbas9","Parent Reported: BIS/BAS - When my child wants something he/she usually goes all-out to get it.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"197","bisbas10","Parent Reported: BIS/BAS - My child will often do things for no other reason than that they might be fun.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"198","bisbas11","Parent Reported: BIS/BAS - It hard for my child to find the time to do things such as get a haircut.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"199","bisbas12","Parent Reported: BIS/BAS - If my child sees a chance to get something he/she wants, he/she moves on it right away.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"200","bisbas13","Parent Reported: BIS/BAS - My child feels pretty worried or upset when he/she thinks or knows somebody is angry at him/her.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"201","bisbas14","Parent Reported: BIS/BAS - When my child sees an opportunity for something he/she likes, he/she gets excited right away.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(2, 4)"
"202","bisbas15","Parent Reported: BIS/BAS - My child often acts on the spur of the moment.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"203","bisbas16","Parent Reported: BIS/BAS - If my child thinks something unpleasant is going to happen he/she usually gets pretty ""worked up.""","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"204","bisbas17","Parent Reported: BIS/BAS - My child often wonders why people act the way they do.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"205","bisbas18","Parent Reported: BIS/BAS - When good things happen to my child, it affects him/her strongly.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"206","bisbas19","Parent Reported: BIS/BAS - My child feels worried when he/she thinks he/she has done  poorly at something important.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"207","bisbas20","Parent Reported: BIS/BAS - My child craves excitement and new sensations.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"208","bisbas21","Parent Reported: BIS/BAS - When my child goes after something he/she uses a  ""no holds barred"" approach.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"209","bisbas22","Parent Reported: BIS/BAS - My child has very few fears compared to his/her friends. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Very True` = 1, `Somewhat True` = 2, `Somewhat False` = 3, `Very False` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 4)"
"210","bisbas23","Parent Reported: BIS/BAS - It would excite my child to win a contest or prize.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(3, 4)"
"211","bisbas24","Parent Reported: BIS/BAS - My child is worried about making mistakes.","c(`Very False` = 1, `Somewhat False` = 2, `Somewhat True` = 3, `Very True` = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"212","bis","BIS/BAS BIS Score","NULL","numeric","double","4","c(1.571, 3.571)"
"213","bas","BIS/BAS BAS Total Score","NULL","numeric","double","3","c(2, 4)"
"214","bas_funseeking","BIS/BAS  BAS Fun Seeking Score","NULL","numeric","double","3","c(1.5, 4)"
"215","bas_drive","BIS/BAS BAS Drive Score","NULL","numeric","double","3","c(1, 4)"
"216","bas_rewardresp","BIS/BAS BAS Reward Responsiveness Score","NULL","numeric","double","3","c(3, 4)"
"217","spsrq1","Parent Reported: SPSRQ Parent - 1. Your child often refrains from doing something because he/she is afraid of getting into trouble.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"218","spsrq2","Parent Reported: SPSRQ Parent - 2. The good prospect of obtaining a reward motivates your child strongly to do some things.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"219","spsrq3","Parent Reported: SPSRQ Parent - 3. Your child prefers not to ask for something when he/she is not sure he/she will obtain it. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"220","spsrq4","Parent Reported: SPSRQ Parent - 4. Your child responds strongly to praise from friends or family.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"221","spsrq5","Parent Reported: SPSRQ Parent - 5. Your child is often afraid of new or unexpected situations.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"222","spsrq6","Parent Reported: SPSRQ Parent - 6. Your child often gives in to avoid a quarrel.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"223","spsrq7","Parent Reported: SPSRQ Parent - 7. Your child often does things to be praised.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"224","spsrq8","Parent Reported: SPSRQ Parent - 8. Your child is troubled by punishments at home or in school.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"225","spsrq9","Parent Reported: SPSRQ Parent - 9. Your child enjoys being the center of attention.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"226","spsrq10","Parent Reported: SPSRQ Parent - 10. In unfamiliar tasks, your child worries about failure.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"227","spsrq11","Parent Reported: SPSRQ Parent - 11. It is important to your child that he/she makes a good impression on others.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(2, 5)"
"228","spsrq12","Parent Reported: SPSRQ Parent - 12. Your child is easily discouraged in difficult situations.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"229","spsrq13","Parent Reported: SPSRQ Parent - 13. Your child needs people to show their affection for him/her all the time.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"230","spsrq14","Parent Reported: SPSRQ Parent - 14. Your child is a shy person.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"231","spsrq15","Parent Reported: SPSRQ Parent - 15. When your child is in a group, he/she tries to stand out as the smartest or the funniest.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"232","spsrq16","Parent Reported: SPSRQ Parent - 16. Whenever possible, your child avoids demonstrating his/her skills for fear of being embarrassed. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"233","spsrq17","Parent Reported: SPSRQ Parent - 17. When your child gets something he/she wants, he/she feels excited and energized.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(3, 5)"
"234","spsrq18","Parent Reported: SPSRQ Parent - 18. When in a group, your child has difficulty thinking of something to say.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"235","spsrq19","Parent Reported: SPSRQ Parent - 19. Your child does a lot of things for approval.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"236","spsrq20","Parent Reported: SPSRQ Parent - 20. Your child often has difficulty falling asleep because he/she thinks about things he/she has done or must do. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"237","spsrq21","Parent Reported: SPSRQ Parent - 21. The possibility of obtaining social status moves your child to action, even if this involves not playing fair.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"238","spsrq22","Parent Reported: SPSRQ Parent - 22. Your child thinks a lot before complaining about something.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"239","spsrq23","Parent Reported: SPSRQ Parent - 23. Your child generally prefers activities that involve immediate reward.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"240","spsrq24","Parent Reported: SPSRQ Parent - 24. It bothers your child to tell a store clerk that he/she was given the wrong change. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","9","c(1, 4)"
"241","spsrq25","Parent Reported: SPSRQ Parent - 25. Your child often has trouble resisting the temptation of doing forbidden things.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"242","spsrq26","Parent Reported: SPSRQ Parent - 26. Whenever he/she can, your child avoids going to unfamiliar places.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"243","spsrq27","Parent Reported: SPSRQ Parent - 27. Your child likes to compete and do everything he/she can to win.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"244","spsrq28","Parent Reported: SPSRQ Parent - 28. Your child often worries about things he/she said or did.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"245","spsrq29","Parent Reported: SPSRQ Parent - 29. It is easy for your child to associate taste and smells to very pleasant events. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"246","spsrq30","Parent Reported: SPSRQ Parent - 30. It is difficult for your child to talk with someone he/she does not know.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"247","spsrq31","Parent Reported: SPSRQ Parent - 31. There are a large number of objects or sensations that remind your child of pleasant events. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"248","spsrq32","Parent Reported: SPSRQ Parent - 32. Your child generally tries to avoid speaking in groups. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"249","spsrq33","Parent Reported: SPSRQ Parent - 33. Your child has a lot of difficulty ending a fun activity.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"250","spsrq34","Parent Reported: SPSRQ Parent - 34. Your child could do more things if it were not for his/her fear.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"251","spsrq35","Parent Reported: SPSRQ Parent - 35. Your child sometimes does things for quick reward. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(1, 5)"
"252","spsrq36","Parent Reported: SPSRQ Parent - 36. Your child is afraid of many things compared to other children his/her age.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"253","spsrq37","Parent Reported: SPSRQ Parent - 37. Your child has difficulty staying focused on his/her school work in the presence of an attractive alternative.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"254","spsrq38","Parent Reported: SPSRQ Parent - 38. Your child worries about things to the extent that academic performance is impaired.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"255","spsrq39","Parent Reported: SPSRQ Parent - 39. Your child engages in risky behavior to obtain a reward.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"256","spsrq40","Parent Reported: SPSRQ Parent - 40. Your child often refrains from doing something he/she likes in order not to be rejected or disapproved of by others.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 4)"
"257","spsrq41","Parent Reported: SPSRQ Parent - 41. Your child likes competitive activities.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(2, 5)"
"258","spsrq42","Parent Reported: SPSRQ Parent - 42. Generally, your child pays more attention to threats than to pleasant events.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"259","spsrq43","Parent Reported: SPSRQ Parent - 43. Your child would like to be a socially powerful person. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","5","c(1, 5)"
"260","spsrq44","Parent Reported: SPSRQ Parent - 44. Your child often refrains from doing something because of fear of being embarrassed.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"261","spsrq45","Parent Reported: SPSRQ Parent - 45. Your child likes displaying his/her physical abilities even though it may involve danger.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"262","spsrq46","Parent Reported: SPSRQ Parent - 46. If your child thinks that something unpleasant is going to happen, he/she gets pretty worked up.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"263","spsrq47","Parent Reported: SPSRQ Parent - 47. Your child craves excitement and new sensations.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"264","spsrq48","Parent Reported: SPSRQ Parent - 48. Criticism or scolding hurts your child very much.","c(`Strongly Disagree` = 1, Disagree = 2, `Neither agree nor disagree` = 3, Agree = 4, `Strongly Agree` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 5)"
"265","spsrq34_punishment","SPSRQ-34 Sensitivity to Punishment Score","NULL","numeric","double","6","c(1.2, 4.133)"
"266","spsrq34_impfun","SPSRQ-34 Impulsivity/Fun Seeking Score","NULL","numeric","double","4","c(1.286, 4)"
"267","spsrq34_drive","SPSRQ-34 Drive Score","NULL","numeric","double","5","c(1.25, 5)"
"268","spsrq34_rewardresp","SPSRQ-34 Reward Responsiveness Score","NULL","numeric","double","3","c(2.286, 4.429)"
"269","spsrq48_fearshy","SPSRQ-48 Fear/Shyness Score","NULL","numeric","double","10","c(1, 4)"
"270","spsrq48_anxiety","SPSRQ-48 Anxiety Score","NULL","numeric","double","4","c(1.6, 4.8)"
"271","spsrq48_conflictavoid","SPSRQ-48 Conflict Avoidence Score","NULL","numeric","double","3","c(1, 4)"
"272","spsrq48_impfun","SPSRQ-48 Impulsivity/Fun Seeking Score","NULL","numeric","double","4","c(1, 4)"
"273","spsrq48_drive","SPSRQ-48 Drive Score","NULL","numeric","double","5","c(1.4, 4.6)"
"274","spsrq48_socialapproval","SPSRQ-48 Responsiveness to Social Approval Score","NULL","numeric","double","3","c(1.75, 4.5)"
"275","spsrq48_sensoryreward","SPSRQ-48 Sensory Reward Score","NULL","numeric","double","4","c(1, 5)"
"276","v4_date","start_date from qualtrics survey meta-data converted to format yyyy-mm-dd in R","NULL","Date","double","6","c(17617, 18978)"
"277","brief_rater","Parent Reported: Please indicate your relationship to the child.","c(`Biological mother` = 1, `Biological father` = 2)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(1, 2)"
"278","brief1","Parent Reported: BRIEF - Is fidgety.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"279","brief2","Parent Reported: BRIEF - Resists or has trouble accepting a different way to solve a problem with schoolwork, friends, tasks, etc.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"280","brief3","Parent Reported: BRIEF - When given three things to do, remembers only the first or last.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"281","brief4","Parent Reported: BRIEF - Is unaware of how his/ her behavior affects or bothers others.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"282","brief5","Parent Reported: BRIEF - Work is sloppy.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"283","brief6","Parent Reported: BRIEF - Has explosive, angry outburts.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"284","brief7","Parent Reported: BRIEF - Does not plan ahead for school assignments. -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","12","c(1, 3)"
"285","brief8","Parent Reported: BRIEF - Cannot find things in room or school desk.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"286","brief9","Parent Reported: BRIEF - Is not a self-starter.","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
"287","brief10","Parent Reported: BRIEF - Does not think before doing (is impulsive).","c(Never = 1, Sometimes = 2, Often = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","11","c(1, 3)"
